id;fileName;sousDossier;titre;dateAchat;personnage;lieu;support;etiquette;auteur;favori;art;concert;histoire;partition;corbeille;rotation;albums;filterKey;optique;poids;map
ph_mu9v0o2f36tyz9;2019-12-25 14 Cha Lucille Cedric Karim Estelle Yves.JPG;2019;Charlotte Lucille Cédric Karim Estelle Yves;2019-12-25T00:00;"Charlotte, Lucille, Cédric, Karim, Estelle, Yves";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;834;
ph_mu9v0o6ph0wi6y;2019-12-25 15 Cha Lucille Cedric Karim Estelle Yves.JPG;2019;Charlotte Lucille Cédric Karim Estelle Yves;2019-12-25T00:00;"Charlotte, Lucille, Cédric, Karim, Estelle, Yves";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;909;
ph_mu9v0oalr8sdfn;2019-12-24 Le chien en plastique du flic.jpg;2019;;2019-12-24T14:57;;;numérique;;Philippe;false;false;false;false;false;false;0;;;samsung SM-A520F;1113;"https://www.google.com/maps?q=45.691944,6.364167"
ph_mu9v0oemsgsbr1;2019-12-24 (17) Pat.JPG;2019;Patricia;2019-12-24T00:05;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;555;
ph_mu9v0oid3n5hb0;2019-12-24 (16) Cha Pat Karim.JPG;2019;Charlotte Patricia Karim;2019-12-24T00:04;"Charlotte, Patricia, Karim";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;482;
ph_mu9v0ook9hvpod;2019-12-24 (10) Phil.JPG;2019;Philippe;2019-12-24T00:02;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;662;
ph_mu9v0oup7isb0j;2019-12-24 (9) Phil.JPG;2019;Philippe;2019-12-24T00:02;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;712;
ph_mu9v0ozfvosti1;2019-12-24 (21) Pascale & Ch&.JPG;2019;Pascale;2019-12-24T00:01;Pascale;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;527;
ph_mu9v0p7uomyfac;2019-12-24 (24) Claude & Phil.JPG;2019;Claude Philippe;2019-12-24T00:01;"Claude, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;641;
ph_mu9v0phd51ybhw;2019-12-24 (4) Cha.JPG;2019;Noël;2019-12-24T00:01;Charlotte;Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;629;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0pnefkuyxs;2019-12-24 (5) Cha.JPG;2019;Charlotte;2019-12-24T00:01;Charlotte;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;552;
ph_mu9v0pt7rrx8mv;2019-12-24 (6) Cha &  Pat.JPG;2019;Charlotte Patricia;2019-12-24T00:01;"Charlotte, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;499;
ph_mu9v0pzcryqsrq;2019-12-24 (7) Pat.JPG;2019;Patricia;2019-12-24T00:01;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;703;
ph_mu9v0q50yzbhno;2019-12-24 (8) Pat.JPG;2019;Patricia;2019-12-24T00:01;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;601;
ph_mu9v0qascidhcu;2019-12-24 (1) Papy & Karim.JPG;2019;Noël;2019-12-24T00:00;"Papy, Karim";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;631;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0qffr12g2b;2019-12-24 (11) Claude.JPG;2019;Noël;2019-12-24T00:00;Claude;Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;566;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0qkcqtsfzw;2019-12-24 (12) Pascale.JPG;2019;Noël;2019-12-24T00:00;Pascale;Esserts-Blay;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;748;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0qp1h7qbaw;2019-12-24 (13) Pascale.JPG;2019;Noël;2019-12-24T00:00;Pascale;Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;605;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0qswcxenyr;2019-12-24 (14) Pascale Karim & Claude.JPG;2019;Noël;2019-12-24T00:00;"Pascale, Karim, Claude";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;605;
ph_mu9v0qxn097ga6;2019-12-24 (15) Cha & Karim.JPG;2019;Noël;2019-12-24T00:00;"Charlotte, Karim";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;572;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0r1xb43htn;2019-12-24 (18) Pascale & Cha.JPG;2019;Noël;2019-12-24T00:00;"Pascale, Charlotte";Esserts-Blay;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;469;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0r6o6cilsk;2019-12-24 (19) Pascale & Cha.JPG;2019;Noël;2019-12-24T00:00;"Pascale, Charlotte";Esserts-Blay;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;565;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0rbctljncg;2019-12-24 (2) Papy & Karim.JPG;2019;Noël;2019-12-24T00:00;"Papy, Karim";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;723;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0ruxhbj6fr;2019-12-24 (20) Pascale & Cha.JPG;2019;Noël;2019-12-24T00:00;"Pascale, Charlotte";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;539;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0ryzpgkaoa;2019-12-24 (22) Karim & Cha.JPG;2019;Noël;2019-12-24T00:00;"Karim, Charlotte";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;548;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0s2r8jthol;2019-12-24 (23) Karim & Cha.JPG;2019;Noël;2019-12-24T00:00;"Karim, Charlotte";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;489;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0s6z2fyexx;2019-12-24 (25) Claude & Phil.JPG;2019;Noël;2019-12-24T00:00;"Claude, Philippe";Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;712;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0sb5j98i0j;2019-12-24 (26) Papy & Mamy.JPG;2019;Noël;2019-12-24T00:00;"Papy, Mamy";Esserts-Blay;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;591;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0sf2ld73be;2019-12-24 (27) Karim & Cha.JPG;2019;Noël;2019-12-24T00:00;"Karim, Charlotte";Esserts-Blay;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;565;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0sl2jag614;2019-12-24 (3) Cha.JPG;2019;Noël;2019-12-24T00:00;Charlotte;Esserts-Blay;numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;733;https://www.google.com/maps/search/?api=1&query=Esserts-Blay
ph_mu9v0sor53tfm7;2019-12-23 010 Laurence & Yves.JPG;2019;Anniversaire;2019-12-23T23:35;"Laurence, Yves";"Albertville, Saint-Sigismond";numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;495;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0stnwo4vdy;2019-12-23 014 Lucille.JPG;2019;Anniversaire;2019-12-23T23:35;Lucille;"Albertville, Saint-Sigismond";numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;576;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0syje5hnzx;2019-12-23 015 Lucille.JPG;2019;Anniversaire;2019-12-23T23:35;Lucille;"Albertville, Saint-Sigismond";numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;531;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0t39gxjqdv;2019-12-23 017 Lucille.JPG;2019;Lucille;2019-12-23T23:35;Lucille;"Albertville, Saint-Sigismond";numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;519;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0t7brpn5ys;2019-12-23 023 Vieille maison illuminée.JPG;2019;Mercury La Frasse;2019-12-23T23:35;;"Mercury, La Frasse";numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;306;https://www.google.com/maps/search/?api=1&query=Mercury%2C%20La%20Frasse
ph_mu9v0tbkbsclgh;2019-12-23 024 Karim Cha Pat.JPG;2019;Noël;2019-12-23T23:35;"Karim, Charlotte, Patricia";"Mercury, La Frasse";numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;462;https://www.google.com/maps/search/?api=1&query=Mercury%2C%20La%20Frasse
ph_mu9v0tgcocd1y8;2019-12-23 008.JPG;2019;Anniversaire;2019-12-23T20:02;"Lucien, Cédric";"Albertville, Saint-Sigismond";numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;572;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0tkt87uz9t;2019-12-23 009.JPG;2019;Anniversaire;2019-12-23T20:02;"Estelle, Cédric, Lucien, Yves";"Albertville, Saint-Sigismond";numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;533;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0u3nbjlqwb;2019-12-23 007 Mame Estelle Cedric.JPG;2019;Anniversaire;2019-12-23T18:35;"MameG, Estelle, Cédric";"Albertville, Saint-Sigismond";numérique;;Philippe;true;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;598;https://www.google.com/maps/search/?api=1&query=Albertville%2C%20Saint-Sigismond
ph_mu9v0u752y8npa;2019-12-23 Mame.jpg;2019;Anniversaire;2019-12-23T18:12;MameG;"Albertville, ARA, France";numérique;;Philippe;true;false;false;false;false;false;0;;;samsung SM-A520F;377;"https://www.google.com/maps?q=45.673889,6.386111"
